"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005102","GO:0005102","signaling receptor binding","188/8875","230/13020",0.817391304347826,1.19914758113901,4.4587632044588,2.16975738513504e-06,0.00735764729299292,0.00699118669041932,"ENSG00000001617/ENSG00000010319/ENSG00000010704/ENSG00000010810/ENSG00000011422/ENSG00000026950/ENSG00000053747/ENSG00000056972/ENSG00000057593/ENSG00000065054/ENSG00000070540/ENSG00000075142/ENSG00000076662/ENSG00000078401/ENSG00000082175/ENSG00000082781/ENSG00000085741/ENSG00000087191/ENSG00000089041/ENSG00000090520/ENSG00000090534/ENSG00000090554/ENSG00000090863/ENSG00000092969/ENSG00000096968/ENSG00000100100/ENSG00000100151/ENSG00000101213/ENSG00000101336/ENSG00000102109/ENSG00000102970/ENSG00000104312/ENSG00000104899/ENSG00000105695/ENSG00000105723/ENSG00000105974/ENSG00000106366/ENSG00000106799/ENSG00000106804/ENSG00000107562/ENSG00000108231/ENSG00000108379/ENSG00000109062/ENSG00000109321/ENSG00000109971/ENSG00000110218/ENSG00000111801/ENSG00000111816/ENSG00000112851/ENSG00000113070/ENSG00000115234/ENSG00000115414/ENSG00000115457/ENSG00000115596/ENSG00000115993/ENSG00000116288/ENSG00000116815/ENSG00000117407/ENSG00000118454/ENSG00000118762/ENSG00000119383/ENSG00000119782/ENSG00000120885/ENSG00000121858/ENSG00000122641/ENSG00000122756/ENSG00000122779/ENSG00000123064/ENSG00000123159/ENSG00000123999/ENSG00000124882/ENSG00000125266/ENSG00000125508/ENSG00000125657/ENSG00000125730/ENSG00000125845/ENSG00000127415/ENSG00000127914/ENSG00000128285/ENSG00000128335/ENSG00000128342/ENSG00000128989/ENSG00000130203/ENSG00000130702/ENSG00000130830/ENSG00000131018/ENSG00000131094/ENSG00000131504/ENSG00000131620/ENSG00000131759/ENSG00000133134/ENSG00000133216/ENSG00000134245/ENSG00000134258/ENSG00000135046/ENSG00000135124/ENSG00000135245/ENSG00000136021/ENSG00000136040/ENSG00000137845/ENSG00000138083/ENSG00000138434/ENSG00000138448/ENSG00000140396/ENSG00000140939/ENSG00000141480/ENSG00000141736/ENSG00000141753/ENSG00000142192/ENSG00000142655/ENSG00000143420/ENSG00000143570/ENSG00000143816/ENSG00000144452/ENSG00000144935/ENSG00000145147/ENSG00000145715/ENSG00000146530/ENSG00000146648/ENSG00000147044/ENSG00000147065/ENSG00000148926/ENSG00000149295/ENSG00000151892/ENSG00000152413/ENSG00000152661/ENSG00000154188/ENSG00000154639/ENSG00000157240/ENSG00000158092/ENSG00000158856/ENSG00000160223/ENSG00000161202/ENSG00000161955/ENSG00000162493/ENSG00000162552/ENSG00000162891/ENSG00000163235/ENSG00000163702/ENSG00000163956/ENSG00000164010/ENSG00000164251/ENSG00000165025/ENSG00000165029/ENSG00000165810/ENSG00000166997/ENSG00000167779/ENSG00000168036/ENSG00000168610/ENSG00000168824/ENSG00000169083/ENSG00000169218/ENSG00000169242/ENSG00000169884/ENSG00000170017/ENSG00000170873/ENSG00000171119/ENSG00000172602/ENSG00000172889/ENSG00000172936/ENSG00000174130/ENSG00000174483/ENSG00000174808/ENSG00000174827/ENSG00000176105/ENSG00000176697/ENSG00000176720/ENSG00000177283/ENSG00000177628/ENSG00000177663/ENSG00000181634/ENSG00000182379/ENSG00000182985/ENSG00000183087/ENSG00000186470/ENSG00000186908/ENSG00000197879/ENSG00000198561/ENSG00000204463/ENSG00000204516/ENSG00000204642/ENSG00000206503/ENSG00000213366/ENSG00000214274/ENSG00000225950/ENSG00000234745/ENSG00000242110/ENSG00000254087",188
"GO:0005509","GO:0005509","calcium ion binding","299/8875","384/13020",0.778645833333333,1.14230633802817,4.14186341864172,1.27944099070399e-05,0.0139206062537529,0.0132272659028504,"ENSG00000004864/ENSG00000006747/ENSG00000007516/ENSG00000008300/ENSG00000010404/ENSG00000011347/ENSG00000013016/ENSG00000014216/ENSG00000017260/ENSG00000019505/ENSG00000024422/ENSG00000044574/ENSG00000049323/ENSG00000049449/ENSG00000053108/ENSG00000057593/ENSG00000058866/ENSG00000062038/ENSG00000065357/ENSG00000066629/ENSG00000068831/ENSG00000072110/ENSG00000073711/ENSG00000074755/ENSG00000075142/ENSG00000075275/ENSG00000077522/ENSG00000077942/ENSG00000078808/ENSG00000081479/ENSG00000081853/ENSG00000083857/ENSG00000086289/ENSG00000087253/ENSG00000088298/ENSG00000090006/ENSG00000090932/ENSG00000090975/ENSG00000091622/ENSG00000092841/ENSG00000096433/ENSG00000100299/ENSG00000100503/ENSG00000101335/ENSG00000101384/ENSG00000101470/ENSG00000101608/ENSG00000102024/ENSG00000102290/ENSG00000103528/ENSG00000103966/ENSG00000104490/ENSG00000104805/ENSG00000104833/ENSG00000105429/ENSG00000105519/ENSG00000106080/ENSG00000106868/ENSG00000107130/ENSG00000107736/ENSG00000107745/ENSG00000107758/ENSG00000108588/ENSG00000109436/ENSG00000110047/ENSG00000110395/ENSG00000110697/ENSG00000111341/ENSG00000111670/ENSG00000111885/ENSG00000112562/ENSG00000114423/ENSG00000114698/ENSG00000114805/ENSG00000115041/ENSG00000115159/ENSG00000115271/ENSG00000115339/ENSG00000115380/ENSG00000115468/ENSG00000115756/ENSG00000116406/ENSG00000117643/ENSG00000117906/ENSG00000118680/ENSG00000118762/ENSG00000119681/ENSG00000120756/ENSG00000122642/ENSG00000123104/ENSG00000123119/ENSG00000123146/ENSG00000123384/ENSG00000124215/ENSG00000125648/ENSG00000126247/ENSG00000126460/ENSG00000126858/ENSG00000126878/ENSG00000127022/ENSG00000127527/ENSG00000127603/ENSG00000127831/ENSG00000127990/ENSG00000128595/ENSG00000129007/ENSG00000130038/ENSG00000130164/ENSG00000130402/ENSG00000130477/ENSG00000130528/ENSG00000130529/ENSG00000130962/ENSG00000131242/ENSG00000131979/ENSG00000132561/ENSG00000132623/ENSG00000133112/ENSG00000133138/ENSG00000133789/ENSG00000134013/ENSG00000134250/ENSG00000134569/ENSG00000135046/ENSG00000135048/ENSG00000135378/ENSG00000135597/ENSG00000135636/ENSG00000135773/ENSG00000136295/ENSG00000136425/ENSG00000137841/ENSG00000138028/ENSG00000138119/ENSG00000138604/ENSG00000138772/ENSG00000138798/ENSG00000138814/ENSG00000138829/ENSG00000139641/ENSG00000140299/ENSG00000140563/ENSG00000140575/ENSG00000140937/ENSG00000140939/ENSG00000140983/ENSG00000141314/ENSG00000141540/ENSG00000141756/ENSG00000142185/ENSG00000142273/ENSG00000142552/ENSG00000142634/ENSG00000142798/ENSG00000143126/ENSG00000143412/ENSG00000143546/ENSG00000144152/ENSG00000145147/ENSG00000145730/ENSG00000145934/ENSG00000146530/ENSG00000147400/ENSG00000147852/ENSG00000148219/ENSG00000148339/ENSG00000148408/ENSG00000149782/ENSG00000150093/ENSG00000150995/ENSG00000151651/ENSG00000151914/ENSG00000153132/ENSG00000153140/ENSG00000153395/ENSG00000154040/ENSG00000156453/ENSG00000157193/ENSG00000158220/ENSG00000158258/ENSG00000159216/ENSG00000159307/ENSG00000159450/ENSG00000159658/ENSG00000160014/ENSG00000160678/ENSG00000161638/ENSG00000162430/ENSG00000162517/ENSG00000162551/ENSG00000162591/ENSG00000162909/ENSG00000163032/ENSG00000163191/ENSG00000163220/ENSG00000163430/ENSG00000163703/ENSG00000163931/ENSG00000163993/ENSG00000164176/ENSG00000164199/ENSG00000165105/ENSG00000165194/ENSG00000165304/ENSG00000165474/ENSG00000165487/ENSG00000165731/ENSG00000166341/ENSG00000166598/ENSG00000167323/ENSG00000167460/ENSG00000167968/ENSG00000168056/ENSG00000168487/ENSG00000168743/ENSG00000168907/ENSG00000168924/ENSG00000169231/ENSG00000170558/ENSG00000170832/ENSG00000171302/ENSG00000171444/ENSG00000171462/ENSG00000171603/ENSG00000172421/ENSG00000172638/ENSG00000172889/ENSG00000173227/ENSG00000173706/ENSG00000174437/ENSG00000175356/ENSG00000175471/ENSG00000176749/ENSG00000177239/ENSG00000177685/ENSG00000178372/ENSG00000178467/ENSG00000180398/ENSG00000180881/ENSG00000182326/ENSG00000182621/ENSG00000182718/ENSG00000183036/ENSG00000183087/ENSG00000183496/ENSG00000184164/ENSG00000184226/ENSG00000184500/ENSG00000184613/ENSG00000184916/ENSG00000187122/ENSG00000187446/ENSG00000187957/ENSG00000188157/ENSG00000188313/ENSG00000188404/ENSG00000188643/ENSG00000189171/ENSG00000189334/ENSG00000196154/ENSG00000196218/ENSG00000196465/ENSG00000196562/ENSG00000196975/ENSG00000197043/ENSG00000197226/ENSG00000197594/ENSG00000197694/ENSG00000197747/ENSG00000197956/ENSG00000198162/ENSG00000198363/ENSG00000198399/ENSG00000198668/ENSG00000198719/ENSG00000198722/ENSG00000198732/ENSG00000198959/ENSG00000203666/ENSG00000203697/ENSG00000204956/ENSG00000205726/ENSG00000214078/ENSG00000215375/ENSG00000221823/ENSG00000240184/ENSG00000243708/ENSG00000249915/ENSG00000253159/ENSG00000253846/ENSG00000253873/ENSG00000254245/ENSG00000255346/ENSG00000262576/ENSG00000264343/ENSG00000273136/ENSG00000280165/ENSG00000286219/ENSG00000290203",299
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","106/8875","125/13020",0.848,1.24405183098592,4.01178019879455,1.61372241692842e-05,0.0139206062537529,0.0132272659028504,"ENSG00000008294/ENSG00000010610/ENSG00000019582/ENSG00000055332/ENSG00000064547/ENSG00000066468/ENSG00000067900/ENSG00000068078/ENSG00000070193/ENSG00000070614/ENSG00000070831/ENSG00000077782/ENSG00000078900/ENSG00000089041/ENSG00000090534/ENSG00000096968/ENSG00000099860/ENSG00000099942/ENSG00000100311/ENSG00000100324/ENSG00000102678/ENSG00000105329/ENSG00000105928/ENSG00000105971/ENSG00000108984/ENSG00000109270/ENSG00000110514/ENSG00000110651/ENSG00000112715/ENSG00000113645/ENSG00000116586/ENSG00000117691/ENSG00000119699/ENSG00000119986/ENSG00000122025/ENSG00000124493/ENSG00000125170/ENSG00000125845/ENSG00000128052/ENSG00000128342/ENSG00000130513/ENSG00000132155/ENSG00000132256/ENSG00000135341/ENSG00000136848/ENSG00000137275/ENSG00000137936/ENSG00000138798/ENSG00000139946/ENSG00000140443/ENSG00000140575/ENSG00000141068/ENSG00000141736/ENSG00000141753/ENSG00000142168/ENSG00000146094/ENSG00000146648/ENSG00000146674/ENSG00000149295/ENSG00000149357/ENSG00000149930/ENSG00000150594/ENSG00000151651/ENSG00000155760/ENSG00000157404/ENSG00000160691/ENSG00000160712/ENSG00000162552/ENSG00000163235/ENSG00000163485/ENSG00000163785/ENSG00000164850/ENSG00000165025/ENSG00000165731/ENSG00000165757/ENSG00000166225/ENSG00000167207/ENSG00000167244/ENSG00000167779/ENSG00000167815/ENSG00000168036/ENSG00000169083/ENSG00000169242/ENSG00000170075/ENSG00000170214/ENSG00000170558/ENSG00000170775/ENSG00000171105/ENSG00000171132/ENSG00000171435/ENSG00000173545/ENSG00000173918/ENSG00000174775/ENSG00000175344/ENSG00000179477/ENSG00000184058/ENSG00000184160/ENSG00000184988/ENSG00000189403/ENSG00000196126/ENSG00000196262/ENSG00000197442/ENSG00000197461/ENSG00000197943/ENSG00000198121/ENSG00000254087",106
"GO:0045296","GO:0045296","cadherin binding","223/8875","281/13020",0.793594306049822,1.16423637912887,4.07254207410867,1.64206502550904e-05,0.0139206062537529,0.0132272659028504,"ENSG00000002834/ENSG00000011009/ENSG00000011426/ENSG00000013588/ENSG00000020922/ENSG00000028528/ENSG00000035403/ENSG00000044115/ENSG00000044574/ENSG00000050405/ENSG00000057294/ENSG00000062038/ENSG00000064666/ENSG00000065054/ENSG00000065548/ENSG00000067057/ENSG00000067141/ENSG00000067248/ENSG00000072134/ENSG00000072518/ENSG00000073921/ENSG00000074800/ENSG00000075618/ENSG00000077549/ENSG00000080031/ENSG00000081277/ENSG00000082153/ENSG00000083937/ENSG00000086065/ENSG00000087274/ENSG00000089006/ENSG00000089154/ENSG00000089327/ENSG00000091409/ENSG00000092820/ENSG00000095383/ENSG00000096384/ENSG00000097033/ENSG00000099889/ENSG00000099901/ENSG00000099942/ENSG00000099992/ENSG00000100139/ENSG00000100266/ENSG00000100345/ENSG00000100664/ENSG00000101361/ENSG00000101421/ENSG00000101558/ENSG00000102119/ENSG00000103353/ENSG00000103966/ENSG00000104408/ENSG00000104419/ENSG00000104529/ENSG00000104881/ENSG00000105355/ENSG00000105939/ENSG00000106636/ENSG00000106682/ENSG00000107736/ENSG00000108518/ENSG00000108829/ENSG00000108953/ENSG00000109475/ENSG00000109971/ENSG00000110047/ENSG00000110321/ENSG00000110395/ENSG00000110841/ENSG00000112079/ENSG00000113643/ENSG00000113758/ENSG00000114391/ENSG00000115170/ENSG00000115306/ENSG00000115310/ENSG00000115415/ENSG00000115514/ENSG00000115677/ENSG00000116288/ENSG00000116489/ENSG00000117335/ENSG00000117450/ENSG00000117592/ENSG00000119326/ENSG00000120802/ENSG00000121060/ENSG00000122545/ENSG00000122786/ENSG00000123159/ENSG00000124164/ENSG00000124215/ENSG00000124831/ENSG00000124942/ENSG00000125966/ENSG00000126777/ENSG00000127329/ENSG00000127527/ENSG00000127603/ENSG00000128050/ENSG00000128052/ENSG00000128641/ENSG00000130396/ENSG00000130762/ENSG00000131037/ENSG00000132002/ENSG00000132341/ENSG00000133789/ENSG00000135048/ENSG00000135124/ENSG00000135269/ENSG00000136068/ENSG00000136261/ENSG00000136279/ENSG00000136754/ENSG00000136830/ENSG00000136848/ENSG00000137073/ENSG00000137076/ENSG00000137710/ENSG00000137843/ENSG00000137942/ENSG00000138363/ENSG00000138413/ENSG00000138430/ENSG00000138768/ENSG00000139734/ENSG00000140553/ENSG00000140575/ENSG00000140937/ENSG00000141551/ENSG00000141985/ENSG00000142186/ENSG00000142507/ENSG00000142627/ENSG00000142634/ENSG00000142864/ENSG00000144283/ENSG00000144824/ENSG00000146376/ENSG00000146648/ENSG00000148341/ENSG00000149115/ENSG00000149782/ENSG00000149925/ENSG00000150054/ENSG00000150093/ENSG00000151150/ENSG00000151239/ENSG00000151929/ENSG00000153317/ENSG00000157456/ENSG00000157827/ENSG00000158092/ENSG00000158195/ENSG00000158710/ENSG00000158769/ENSG00000159166/ENSG00000161204/ENSG00000162236/ENSG00000162244/ENSG00000163507/ENSG00000163993/ENSG00000164924/ENSG00000165119/ENSG00000166341/ENSG00000167110/ENSG00000167658/ENSG00000168003/ENSG00000168036/ENSG00000168488/ENSG00000169564/ENSG00000169710/ENSG00000169862/ENSG00000170558/ENSG00000170759/ENSG00000171490/ENSG00000172270/ENSG00000172534/ENSG00000172725/ENSG00000173482/ENSG00000173801/ENSG00000173898/ENSG00000173992/ENSG00000174748/ENSG00000174996/ENSG00000175792/ENSG00000176749/ENSG00000177106/ENSG00000178209/ENSG00000179295/ENSG00000179889/ENSG00000179950/ENSG00000180104/ENSG00000180611/ENSG00000180900/ENSG00000182149/ENSG00000184363/ENSG00000184640/ENSG00000184897/ENSG00000186260/ENSG00000187164/ENSG00000188846/ENSG00000196090/ENSG00000196396/ENSG00000196924/ENSG00000197157/ENSG00000197694/ENSG00000197702/ENSG00000198087/ENSG00000198242/ENSG00000198561/ENSG00000204120/ENSG00000204217/ENSG00000213719/ENSG00000214517/ENSG00000215301/ENSG00000241973/ENSG00000247596/ENSG00000254772/ENSG00000274750/ENSG00000310517",223
"GO:0043065","GO:0043065","positive regulation of apoptotic process","196/8875","248/13020",0.790322580645161,1.15943661971831,3.70932759604385,8.30798687198416e-05,0.0449425834438446,0.0427041387951414,"ENSG00000001460/ENSG00000002330/ENSG00000006327/ENSG00000006432/ENSG00000006747/ENSG00000015475/ENSG00000026103/ENSG00000029363/ENSG00000030110/ENSG00000035664/ENSG00000035681/ENSG00000042286/ENSG00000063176/ENSG00000064012/ENSG00000068745/ENSG00000069482/ENSG00000071242/ENSG00000071994/ENSG00000072736/ENSG00000078900/ENSG00000079805/ENSG00000084676/ENSG00000085741/ENSG00000086061/ENSG00000086062/ENSG00000089041/ENSG00000090612/ENSG00000091409/ENSG00000091436/ENSG00000096717/ENSG00000096968/ENSG00000097007/ENSG00000099860/ENSG00000100097/ENSG00000100300/ENSG00000101109/ENSG00000101144/ENSG00000101210/ENSG00000101265/ENSG00000101412/ENSG00000102804/ENSG00000102871/ENSG00000103490/ENSG00000104081/ENSG00000104312/ENSG00000104375/ENSG00000104689/ENSG00000104765/ENSG00000105270/ENSG00000105327/ENSG00000105329/ENSG00000106100/ENSG00000106144/ENSG00000106290/ENSG00000106799/ENSG00000107643/ENSG00000107954/ENSG00000108387/ENSG00000108984/ENSG00000111653/ENSG00000113013/ENSG00000113916/ENSG00000114346/ENSG00000115317/ENSG00000116717/ENSG00000117984/ENSG00000118217/ENSG00000118689/ENSG00000119383/ENSG00000119699/ENSG00000119922/ENSG00000119977/ENSG00000120868/ENSG00000120885/ENSG00000120889/ENSG00000121858/ENSG00000123358/ENSG00000124664/ENSG00000124802/ENSG00000125378/ENSG00000125826/ENSG00000125845/ENSG00000128272/ENSG00000128604/ENSG00000129514/ENSG00000130222/ENSG00000130558/ENSG00000130758/ENSG00000130787/ENSG00000131188/ENSG00000131747/ENSG00000132170/ENSG00000132792/ENSG00000132906/ENSG00000134250/ENSG00000135116/ENSG00000136305/ENSG00000136717/ENSG00000136848/ENSG00000137275/ENSG00000137409/ENSG00000138061/ENSG00000138172/ENSG00000138794/ENSG00000140854/ENSG00000141510/ENSG00000142168/ENSG00000142867/ENSG00000142871/ENSG00000143382/ENSG00000143384/ENSG00000143878/ENSG00000144043/ENSG00000144381/ENSG00000144746/ENSG00000145147/ENSG00000145191/ENSG00000145779/ENSG00000146674/ENSG00000148926/ENSG00000149311/ENSG00000150093/ENSG00000150457/ENSG00000150459/ENSG00000150907/ENSG00000150995/ENSG00000151748/ENSG00000153094/ENSG00000155111/ENSG00000156113/ENSG00000159202/ENSG00000159640/ENSG00000160049/ENSG00000160208/ENSG00000161011/ENSG00000162600/ENSG00000163161/ENSG00000163602/ENSG00000163697/ENSG00000164120/ENSG00000164305/ENSG00000164342/ENSG00000164543/ENSG00000164850/ENSG00000164938/ENSG00000165304/ENSG00000166033/ENSG00000166313/ENSG00000167103/ENSG00000167114/ENSG00000167136/ENSG00000167657/ENSG00000167895/ENSG00000168036/ENSG00000168040/ENSG00000169884/ENSG00000171791/ENSG00000172819/ENSG00000173327/ENSG00000173531/ENSG00000173545/ENSG00000173848/ENSG00000174307/ENSG00000176171/ENSG00000176720/ENSG00000176903/ENSG00000177119/ENSG00000177606/ENSG00000178662/ENSG00000179021/ENSG00000180900/ENSG00000181649/ENSG00000182168/ENSG00000183049/ENSG00000184047/ENSG00000184254/ENSG00000185104/ENSG00000187583/ENSG00000188215/ENSG00000189403/ENSG00000196689/ENSG00000196712/ENSG00000197081/ENSG00000197442/ENSG00000197548/ENSG00000198121/ENSG00000198722/ENSG00000198959/ENSG00000203780/ENSG00000205937/ENSG00000213190/ENSG00000213585/ENSG00000215301/ENSG00000240694/ENSG00000253729/ENSG00000265972",196
"GO:0005604","GO:0005604","basement membrane","57/8875","64/13020",0.890625,1.30658450704225,3.59762132330819,8.61504378987986e-05,0.0449425834438446,0.0427041387951414,"ENSG00000041982/ENSG00000053747/ENSG00000054179/ENSG00000058085/ENSG00000065320/ENSG00000065618/ENSG00000074527/ENSG00000077942/ENSG00000081052/ENSG00000087085/ENSG00000090530/ENSG00000091136/ENSG00000091986/ENSG00000100234/ENSG00000102265/ENSG00000105290/ENSG00000106780/ENSG00000107796/ENSG00000112562/ENSG00000112851/ENSG00000114270/ENSG00000115414/ENSG00000120708/ENSG00000129038/ENSG00000130508/ENSG00000130635/ENSG00000130702/ENSG00000132386/ENSG00000132470/ENSG00000132561/ENSG00000134013/ENSG00000134871/ENSG00000138759/ENSG00000139219/ENSG00000142156/ENSG00000142798/ENSG00000147044/ENSG00000151914/ENSG00000154734/ENSG00000159166/ENSG00000164620/ENSG00000168743/ENSG00000169031/ENSG00000171812/ENSG00000172037/ENSG00000172638/ENSG00000177697/ENSG00000179403/ENSG00000182718/ENSG00000184349/ENSG00000187498/ENSG00000188153/ENSG00000188157/ENSG00000196878/ENSG00000198732/ENSG00000206561/ENSG00000214274",57
"GO:0051015","GO:0051015","actin filament binding","126/8875","154/13020",0.818181818181818,1.20030729833547,3.65886248480541,9.32841829168345e-05,0.0449425834438446,0.0427041387951414,"ENSG00000002834/ENSG00000006747/ENSG00000007237/ENSG00000035403/ENSG00000044115/ENSG00000050405/ENSG00000054148/ENSG00000064666/ENSG00000066933/ENSG00000070182/ENSG00000071127/ENSG00000072110/ENSG00000073712/ENSG00000075618/ENSG00000076826/ENSG00000077522/ENSG00000077549/ENSG00000078114/ENSG00000087274/ENSG00000092820/ENSG00000097007/ENSG00000099204/ENSG00000099331/ENSG00000099812/ENSG00000100106/ENSG00000100151/ENSG00000100345/ENSG00000101311/ENSG00000102024/ENSG00000103187/ENSG00000104164/ENSG00000105357/ENSG00000106789/ENSG00000108819/ENSG00000110218/ENSG00000110880/ENSG00000111199/ENSG00000111229/ENSG00000114019/ENSG00000115091/ENSG00000115306/ENSG00000116489/ENSG00000117519/ENSG00000119326/ENSG00000119328/ENSG00000120756/ENSG00000124429/ENSG00000125868/ENSG00000126878/ENSG00000127603/ENSG00000127831/ENSG00000128641/ENSG00000128833/ENSG00000129474/ENSG00000130396/ENSG00000130402/ENSG00000130429/ENSG00000130787/ENSG00000131018/ENSG00000133026/ENSG00000135596/ENSG00000136059/ENSG00000136068/ENSG00000136279/ENSG00000136490/ENSG00000136717/ENSG00000137076/ENSG00000137877/ENSG00000138071/ENSG00000138434/ENSG00000138771/ENSG00000139354/ENSG00000140416/ENSG00000140575/ENSG00000143322/ENSG00000143549/ENSG00000145703/ENSG00000146648/ENSG00000146950/ENSG00000148700/ENSG00000151239/ENSG00000157827/ENSG00000158528/ENSG00000158710/ENSG00000158856/ENSG00000162704/ENSG00000163466/ENSG00000163995/ENSG00000164403/ENSG00000164877/ENSG00000165410/ENSG00000167100/ENSG00000167306/ENSG00000167460/ENSG00000169604/ENSG00000171914/ENSG00000172725/ENSG00000172757/ENSG00000173210/ENSG00000173898/ENSG00000175130/ENSG00000176658/ENSG00000176749/ENSG00000178209/ENSG00000183091/ENSG00000185100/ENSG00000185340/ENSG00000186765/ENSG00000187164/ENSG00000187961/ENSG00000188807/ENSG00000196535/ENSG00000196586/ENSG00000196924/ENSG00000197321/ENSG00000197535/ENSG00000197694/ENSG00000197879/ENSG00000198087/ENSG00000198467/ENSG00000198898/ENSG00000241553/ENSG00000241685/ENSG00000247596/ENSG00000273749/ENSG00000277443",126
"GO:0007155","GO:0007155","cell adhesion","257/8875","332/13020",0.774096385542169,1.13563210588834,3.66307397007549,0.000106027917296006,0.0449425834438446,0.0427041387951414,"ENSG00000005884/ENSG00000005961/ENSG00000006327/ENSG00000006607/ENSG00000008300/ENSG00000008517/ENSG00000010610/ENSG00000011201/ENSG00000018236/ENSG00000026508/ENSG00000035403/ENSG00000041982/ENSG00000044115/ENSG00000044524/ENSG00000049130/ENSG00000053747/ENSG00000057294/ENSG00000058085/ENSG00000060656/ENSG00000062038/ENSG00000064205/ENSG00000067141/ENSG00000067445/ENSG00000069188/ENSG00000070413/ENSG00000073008/ENSG00000073712/ENSG00000074590/ENSG00000075275/ENSG00000076662/ENSG00000076706/ENSG00000077522/ENSG00000077943/ENSG00000080854/ENSG00000081277/ENSG00000081853/ENSG00000082781/ENSG00000083307/ENSG00000083457/ENSG00000083857/ENSG00000084636/ENSG00000086062/ENSG00000086548/ENSG00000087077/ENSG00000087085/ENSG00000089057/ENSG00000089159/ENSG00000090316/ENSG00000090339/ENSG00000090776/ENSG00000091129/ENSG00000091136/ENSG00000091409/ENSG00000097007/ENSG00000099889/ENSG00000100014/ENSG00000100345/ENSG00000100842/ENSG00000100852/ENSG00000100941/ENSG00000101311/ENSG00000101336/ENSG00000101337/ENSG00000102181/ENSG00000102290/ENSG00000105290/ENSG00000105376/ENSG00000105695/ENSG00000105711/ENSG00000105767/ENSG00000106404/ENSG00000106927/ENSG00000106991/ENSG00000107562/ENSG00000107736/ENSG00000108679/ENSG00000108797/ENSG00000110031/ENSG00000110076/ENSG00000110400/ENSG00000110841/ENSG00000111799/ENSG00000112378/ENSG00000112655/ENSG00000112851/ENSG00000112902/ENSG00000114270/ENSG00000114315/ENSG00000114631/ENSG00000115221/ENSG00000115414/ENSG00000115963/ENSG00000116106/ENSG00000116117/ENSG00000117155/ENSG00000118523/ENSG00000119326/ENSG00000119535/ENSG00000120708/ENSG00000123096/ENSG00000123146/ENSG00000124215/ENSG00000125266/ENSG00000125755/ENSG00000125966/ENSG00000126214/ENSG00000126243/ENSG00000126259/ENSG00000128567/ENSG00000129474/ENSG00000130202/ENSG00000130396/ENSG00000130508/ENSG00000130635/ENSG00000130702/ENSG00000130775/ENSG00000132470/ENSG00000132589/ENSG00000133026/ENSG00000135451/ENSG00000135535/ENSG00000136040/ENSG00000136238/ENSG00000136827/ENSG00000137076/ENSG00000137103/ENSG00000138028/ENSG00000138061/ENSG00000138448/ENSG00000139211/ENSG00000140545/ENSG00000140682/ENSG00000140937/ENSG00000142156/ENSG00000142173/ENSG00000142192/ENSG00000142627/ENSG00000142871/ENSG00000142949/ENSG00000143126/ENSG00000143153/ENSG00000143217/ENSG00000143322/ENSG00000143537/ENSG00000143878/ENSG00000144152/ENSG00000144283/ENSG00000145012/ENSG00000145934/ENSG00000146242/ENSG00000147044/ENSG00000148498/ENSG00000149489/ENSG00000149564/ENSG00000149573/ENSG00000150093/ENSG00000150637/ENSG00000151276/ENSG00000151694/ENSG00000151914/ENSG00000153774/ENSG00000154096/ENSG00000154229/ENSG00000154330/ENSG00000154639/ENSG00000154654/ENSG00000156453/ENSG00000156642/ENSG00000157404/ENSG00000157927/ENSG00000158258/ENSG00000158769/ENSG00000160588/ENSG00000160862/ENSG00000161638/ENSG00000162493/ENSG00000163346/ENSG00000163347/ENSG00000163531/ENSG00000164171/ENSG00000164176/ENSG00000164252/ENSG00000165194/ENSG00000165458/ENSG00000165527/ENSG00000165731/ENSG00000165757/ENSG00000166341/ENSG00000167123/ENSG00000168028/ENSG00000168036/ENSG00000168615/ENSG00000168743/ENSG00000169031/ENSG00000169231/ENSG00000169862/ENSG00000170017/ENSG00000170382/ENSG00000170558/ENSG00000170571/ENSG00000170873/ENSG00000171132/ENSG00000171603/ENSG00000171812/ENSG00000171914/ENSG00000172037/ENSG00000172889/ENSG00000173083/ENSG00000173482/ENSG00000173705/ENSG00000173801/ENSG00000174136/ENSG00000174437/ENSG00000176020/ENSG00000177697/ENSG00000177707/ENSG00000181754/ENSG00000182197/ENSG00000182718/ENSG00000182985/ENSG00000183943/ENSG00000184226/ENSG00000184363/ENSG00000185008/ENSG00000185565/ENSG00000187244/ENSG00000188404/ENSG00000188677/ENSG00000188886/ENSG00000189143/ENSG00000196090/ENSG00000196091/ENSG00000196411/ENSG00000196776/ENSG00000196839/ENSG00000196878/ENSG00000197702/ENSG00000198053/ENSG00000198561/ENSG00000198728/ENSG00000198910/ENSG00000204580/ENSG00000204956/ENSG00000205336/ENSG00000213853/ENSG00000240184/ENSG00000243678/ENSG00000244486/ENSG00000253159/ENSG00000253846/ENSG00000253873/ENSG00000254245/ENSG00000262576/ENSG00000272398/ENSG00000275700/ENSG00000280165/ENSG00000288920",257
