"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090303","GO:0090303","positive regulation of wound healing","16/7441","16/13020",1,1.74976481655691,3.46555545608487,0.000128623626979171,0.0396277701665827,0.0360269240352185,"ENSG00000065534/ENSG00000066777/ENSG00000107104/ENSG00000109084/ENSG00000113070/ENSG00000135046/ENSG00000150093/ENSG00000150594/ENSG00000158856/ENSG00000163347/ENSG00000165215/ENSG00000169398/ENSG00000171132/ENSG00000174775/ENSG00000189143/ENSG00000197822",16
"GO:0045087","GO:0045087","innate immune response","205/7441","305/13020",0.672131147540984,1.17607143407924,3.59341125722313,0.000173216522594899,0.0409973020911437,0.0372720110638995,"ENSG00000010810/ENSG00000023287/ENSG00000026297/ENSG00000029993/ENSG00000051523/ENSG00000055332/ENSG00000057663/ENSG00000068079/ENSG00000069869/ENSG00000073331/ENSG00000075426/ENSG00000076604/ENSG00000077150/ENSG00000078747/ENSG00000079785/ENSG00000080561/ENSG00000081181/ENSG00000088888/ENSG00000089127/ENSG00000091592/ENSG00000096006/ENSG00000096063/ENSG00000096968/ENSG00000100304/ENSG00000100342/ENSG00000100413/ENSG00000101347/ENSG00000101443/ENSG00000101557/ENSG00000101782/ENSG00000102103/ENSG00000102879/ENSG00000103490/ENSG00000104228/ENSG00000104312/ENSG00000104856/ENSG00000105127/ENSG00000105298/ENSG00000105483/ENSG00000105639/ENSG00000105939/ENSG00000106052/ENSG00000106785/ENSG00000106804/ENSG00000107201/ENSG00000107485/ENSG00000108561/ENSG00000108771/ENSG00000109606/ENSG00000110446/ENSG00000111331/ENSG00000111335/ENSG00000111640/ENSG00000111816/ENSG00000112146/ENSG00000112343/ENSG00000113595/ENSG00000115267/ENSG00000116525/ENSG00000116584/ENSG00000117226/ENSG00000117228/ENSG00000117322/ENSG00000119242/ENSG00000119414/ENSG00000119917/ENSG00000119922/ENSG00000120885/ENSG00000121060/ENSG00000123609/ENSG00000124107/ENSG00000124201/ENSG00000124535/ENSG00000125347/ENSG00000125508/ENSG00000126709/ENSG00000126775/ENSG00000126804/ENSG00000127191/ENSG00000128394/ENSG00000129657/ENSG00000130303/ENSG00000130726/ENSG00000130813/ENSG00000131187/ENSG00000131981/ENSG00000132109/ENSG00000132170/ENSG00000132256/ENSG00000132274/ENSG00000132466/ENSG00000132664/ENSG00000132824/ENSG00000134278/ENSG00000134321/ENSG00000135046/ENSG00000135114/ENSG00000136848/ENSG00000137161/ENSG00000137462/ENSG00000137628/ENSG00000137699/ENSG00000138496/ENSG00000138646/ENSG00000138942/ENSG00000140464/ENSG00000140853/ENSG00000142089/ENSG00000142867/ENSG00000143153/ENSG00000143537/ENSG00000143546/ENSG00000143799/ENSG00000145220/ENSG00000145365/ENSG00000145604/ENSG00000145911/ENSG00000147140/ENSG00000149218/ENSG00000151715/ENSG00000152778/ENSG00000153029/ENSG00000156515/ENSG00000156587/ENSG00000157601/ENSG00000158270/ENSG00000158717/ENSG00000159674/ENSG00000160710/ENSG00000162645/ENSG00000162654/ENSG00000162722/ENSG00000162924/ENSG00000163840/ENSG00000164164/ENSG00000164251/ENSG00000164300/ENSG00000164342/ENSG00000164850/ENSG00000165732/ENSG00000165819/ENSG00000165949/ENSG00000167333/ENSG00000167601/ENSG00000168495/ENSG00000169347/ENSG00000169871/ENSG00000169900/ENSG00000170458/ENSG00000170876/ENSG00000171206/ENSG00000171608/ENSG00000172183/ENSG00000172936/ENSG00000173039/ENSG00000173193/ENSG00000173457/ENSG00000174130/ENSG00000174516/ENSG00000174953/ENSG00000176105/ENSG00000177663/ENSG00000178927/ENSG00000179630/ENSG00000181019/ENSG00000181555/ENSG00000182179/ENSG00000184216/ENSG00000184988/ENSG00000185201/ENSG00000185745/ENSG00000185885/ENSG00000186834/ENSG00000187608/ENSG00000187796/ENSG00000196352/ENSG00000196730/ENSG00000196821/ENSG00000196843/ENSG00000196954/ENSG00000197111/ENSG00000197381/ENSG00000197442/ENSG00000198933/ENSG00000198961/ENSG00000204592/ENSG00000204977/ENSG00000205213/ENSG00000205339/ENSG00000205413/ENSG00000206503/ENSG00000213689/ENSG00000215301/ENSG00000234745/ENSG00000239306/ENSG00000239713/ENSG00000240972/ENSG00000241258/ENSG00000243317/ENSG00000243725/ENSG00000243811/ENSG00000247315/ENSG00000255690/ENSG00000258659/ENSG00000269335",205
"GO:0006954","GO:0006954","inflammatory response","141/7441","203/13020",0.694581280788177,1.21535388736219,3.57136162309589,0.000188494570543728,0.0409973020911437,0.0372720110638995,"ENSG00000000457/ENSG00000006638/ENSG00000008516/ENSG00000026508/ENSG00000034152/ENSG00000036257/ENSG00000050628/ENSG00000051523/ENSG00000054219/ENSG00000055208/ENSG00000056972/ENSG00000068024/ENSG00000070501/ENSG00000070614/ENSG00000074416/ENSG00000075426/ENSG00000077150/ENSG00000078124/ENSG00000078747/ENSG00000079257/ENSG00000086102/ENSG00000086598/ENSG00000088812/ENSG00000089041/ENSG00000091436/ENSG00000091592/ENSG00000095585/ENSG00000099998/ENSG00000100784/ENSG00000102699/ENSG00000103490/ENSG00000104312/ENSG00000104856/ENSG00000105223/ENSG00000105329/ENSG00000105483/ENSG00000106541/ENSG00000106785/ENSG00000106804/ENSG00000107020/ENSG00000107485/ENSG00000107798/ENSG00000108784/ENSG00000108840/ENSG00000109016/ENSG00000113916/ENSG00000114251/ENSG00000114378/ENSG00000114383/ENSG00000115221/ENSG00000115594/ENSG00000116044/ENSG00000116288/ENSG00000118503/ENSG00000121897/ENSG00000121966/ENSG00000125384/ENSG00000125845/ENSG00000126432/ENSG00000126562/ENSG00000128271/ENSG00000128284/ENSG00000131669/ENSG00000132510/ENSG00000132842/ENSG00000134070/ENSG00000134825/ENSG00000134830/ENSG00000135046/ENSG00000135341/ENSG00000136238/ENSG00000136848/ENSG00000137275/ENSG00000137462/ENSG00000138696/ENSG00000142186/ENSG00000142208/ENSG00000142627/ENSG00000142798/ENSG00000143546/ENSG00000144802/ENSG00000145901/ENSG00000148926/ENSG00000150782/ENSG00000151651/ENSG00000156515/ENSG00000159307/ENSG00000160255/ENSG00000161905/ENSG00000162302/ENSG00000162889/ENSG00000162924/ENSG00000163435/ENSG00000163485/ENSG00000163701/ENSG00000164022/ENSG00000164251/ENSG00000164342/ENSG00000164850/ENSG00000167601/ENSG00000168297/ENSG00000168398/ENSG00000168610/ENSG00000169129/ENSG00000169710/ENSG00000170345/ENSG00000170365/ENSG00000170458/ENSG00000171522/ENSG00000171608/ENSG00000172216/ENSG00000172292/ENSG00000172936/ENSG00000173039/ENSG00000174004/ENSG00000174130/ENSG00000175264/ENSG00000176170/ENSG00000177663/ENSG00000179630/ENSG00000181751/ENSG00000183049/ENSG00000187474/ENSG00000196136/ENSG00000196371/ENSG00000196639/ENSG00000196776/ENSG00000196954/ENSG00000198087/ENSG00000198648/ENSG00000198961/ENSG00000204574/ENSG00000213015/ENSG00000213658/ENSG00000213689/ENSG00000213694/ENSG00000240972/ENSG00000243708/ENSG00000255690/ENSG00000265972/ENSG00000269335",141
"GO:0030216","GO:0030216","keratinocyte differentiation","36/7441","43/13020",0.837209302325581,1.46491938130346,3.52655784413745,0.000197217334982606,0.0409973020911437,0.0372720110638995,"ENSG00000003402/ENSG00000054277/ENSG00000096696/ENSG00000101384/ENSG00000104763/ENSG00000106462/ENSG00000114251/ENSG00000117595/ENSG00000124762/ENSG00000124882/ENSG00000125686/ENSG00000131023/ENSG00000135046/ENSG00000137709/ENSG00000138814/ENSG00000142627/ENSG00000143398/ENSG00000144452/ENSG00000144802/ENSG00000148154/ENSG00000148400/ENSG00000149418/ENSG00000163207/ENSG00000164066/ENSG00000164305/ENSG00000167880/ENSG00000168214/ENSG00000168615/ENSG00000169032/ENSG00000169504/ENSG00000175793/ENSG00000178209/ENSG00000186395/ENSG00000196139/ENSG00000204103/ENSG00000265972",36
"GO:0014070","GO:0014070","response to organic cyclic compound","68/7441","90/13020",0.755555555555556,1.32204452806522,3.54049676333145,0.000207177958960483,0.0409973020911437,0.0372720110638995,"ENSG00000030110/ENSG00000044115/ENSG00000049130/ENSG00000057593/ENSG00000071655/ENSG00000072310/ENSG00000076555/ENSG00000089041/ENSG00000090020/ENSG00000096968/ENSG00000104899/ENSG00000105329/ENSG00000108443/ENSG00000108773/ENSG00000108819/ENSG00000108821/ENSG00000109321/ENSG00000110090/ENSG00000110330/ENSG00000111276/ENSG00000114315/ENSG00000115415/ENSG00000115457/ENSG00000115461/ENSG00000115966/ENSG00000117528/ENSG00000121966/ENSG00000123268/ENSG00000124762/ENSG00000125398/ENSG00000125820/ENSG00000126067/ENSG00000132170/ENSG00000132341/ENSG00000132386/ENSG00000132906/ENSG00000134240/ENSG00000138061/ENSG00000138413/ENSG00000141753/ENSG00000143387/ENSG00000143819/ENSG00000145545/ENSG00000147872/ENSG00000147883/ENSG00000148218/ENSG00000151012/ENSG00000151726/ENSG00000157227/ENSG00000159167/ENSG00000160211/ENSG00000162551/ENSG00000163083/ENSG00000164171/ENSG00000164305/ENSG00000167397/ENSG00000169057/ENSG00000170312/ENSG00000170345/ENSG00000172936/ENSG00000173039/ENSG00000180176/ENSG00000180914/ENSG00000181019/ENSG00000181555/ENSG00000185920/ENSG00000198650/ENSG00000233276",68
"GO:0009615","GO:0009615","response to virus","64/7441","84/13020",0.761904761904762,1.33315414594813,3.53761972583512,0.000208528555643444,0.0409973020911437,0.0372720110638995,"ENSG00000027697/ENSG00000055332/ENSG00000068001/ENSG00000069399/ENSG00000074800/ENSG00000079785/ENSG00000089127/ENSG00000105176/ENSG00000105323/ENSG00000105810/ENSG00000105855/ENSG00000105939/ENSG00000106367/ENSG00000107201/ENSG00000107485/ENSG00000107562/ENSG00000107796/ENSG00000108771/ENSG00000111331/ENSG00000111335/ENSG00000114378/ENSG00000115221/ENSG00000115267/ENSG00000115307/ENSG00000115758/ENSG00000116679/ENSG00000117632/ENSG00000119655/ENSG00000119917/ENSG00000119922/ENSG00000120885/ENSG00000121966/ENSG00000123609/ENSG00000130303/ENSG00000132274/ENSG00000133112/ENSG00000134321/ENSG00000134419/ENSG00000135114/ENSG00000137504/ENSG00000137628/ENSG00000137965/ENSG00000140612/ENSG00000142089/ENSG00000142166/ENSG00000157601/ENSG00000159110/ENSG00000160710/ENSG00000164342/ENSG00000165732/ENSG00000172183/ENSG00000172757/ENSG00000172936/ENSG00000174953/ENSG00000175334/ENSG00000177663/ENSG00000182197/ENSG00000185201/ENSG00000185745/ENSG00000185885/ENSG00000187608/ENSG00000198087/ENSG00000215301/ENSG00000269335",64
"GO:0001666","GO:0001666","response to hypoxia","98/7441","136/13020",0.720588235294118,1.26085994134248,3.5316509487112,0.000218926988568,0.0409973020911437,0.0372720110638995,"ENSG00000003402/ENSG00000057593/ENSG00000069509/ENSG00000072274/ENSG00000073050/ENSG00000075426/ENSG00000078401/ENSG00000083444/ENSG00000084093/ENSG00000091542/ENSG00000092969/ENSG00000100644/ENSG00000101337/ENSG00000103245/ENSG00000103415/ENSG00000104884/ENSG00000105329/ENSG00000105974/ENSG00000106991/ENSG00000107438/ENSG00000107562/ENSG00000109610/ENSG00000110090/ENSG00000110330/ENSG00000110911/ENSG00000111199/ENSG00000111276/ENSG00000112658/ENSG00000112715/ENSG00000114650/ENSG00000116016/ENSG00000117394/ENSG00000118513/ENSG00000119630/ENSG00000119699/ENSG00000120738/ENSG00000120868/ENSG00000120899/ENSG00000121966/ENSG00000122861/ENSG00000124766/ENSG00000125845/ENSG00000126581/ENSG00000128342/ENSG00000129474/ENSG00000132906/ENSG00000134013/ENSG00000135341/ENSG00000135766/ENSG00000136856/ENSG00000137462/ENSG00000140464/ENSG00000140465/ENSG00000140939/ENSG00000142279/ENSG00000142798/ENSG00000143437/ENSG00000144791/ENSG00000148218/ENSG00000148926/ENSG00000149295/ENSG00000151694/ENSG00000152952/ENSG00000153234/ENSG00000157227/ENSG00000159399/ENSG00000162909/ENSG00000163161/ENSG00000163485/ENSG00000164171/ENSG00000164305/ENSG00000164442/ENSG00000164754/ENSG00000165215/ENSG00000166949/ENSG00000167772/ENSG00000168209/ENSG00000169057/ENSG00000172379/ENSG00000173511/ENSG00000174804/ENSG00000176171/ENSG00000176387/ENSG00000180176/ENSG00000183044/ENSG00000187486/ENSG00000187583/ENSG00000187848/ENSG00000196218/ENSG00000196365/ENSG00000196712/ENSG00000196839/ENSG00000198125/ENSG00000198712/ENSG00000239900/ENSG00000269858/ENSG00000272398/ENSG00000291237",98
"GO:0016477","GO:0016477","cell migration","147/7441","213/13020",0.690140845070423,1.20758416917308,3.52765911899551,0.000223922887466482,0.0409973020911437,0.0372720110638995,"ENSG00000000457/ENSG00000007168/ENSG00000007384/ENSG00000026508/ENSG00000033170/ENSG00000035499/ENSG00000036257/ENSG00000039068/ENSG00000044115/ENSG00000044524/ENSG00000047644/ENSG00000050405/ENSG00000051382/ENSG00000054598/ENSG00000062038/ENSG00000063660/ENSG00000067560/ENSG00000072864/ENSG00000074527/ENSG00000075618/ENSG00000076716/ENSG00000079691/ENSG00000082781/ENSG00000083857/ENSG00000089159/ENSG00000090020/ENSG00000092445/ENSG00000092969/ENSG00000095739/ENSG00000097096/ENSG00000099812/ENSG00000100842/ENSG00000100852/ENSG00000100985/ENSG00000101367/ENSG00000102879/ENSG00000105137/ENSG00000105723/ENSG00000105778/ENSG00000105976/ENSG00000106009/ENSG00000106991/ENSG00000108443/ENSG00000108819/ENSG00000108830/ENSG00000109079/ENSG00000111676/ENSG00000111859/ENSG00000112655/ENSG00000112715/ENSG00000113070/ENSG00000113384/ENSG00000113645/ENSG00000114251/ENSG00000114315/ENSG00000115355/ENSG00000115884/ENSG00000115963/ENSG00000116285/ENSG00000118503/ENSG00000118523/ENSG00000119185/ENSG00000121966/ENSG00000124145/ENSG00000126458/ENSG00000128052/ENSG00000128567/ENSG00000128944/ENSG00000129116/ENSG00000130635/ENSG00000130695/ENSG00000133056/ENSG00000133639/ENSG00000134215/ENSG00000134982/ENSG00000135404/ENSG00000135862/ENSG00000136238/ENSG00000137642/ENSG00000138443/ENSG00000138448/ENSG00000138496/ENSG00000139174/ENSG00000139725/ENSG00000140575/ENSG00000142627/ENSG00000143398/ENSG00000144791/ENSG00000144824/ENSG00000147010/ENSG00000147257/ENSG00000147459/ENSG00000149091/ENSG00000149269/ENSG00000149295/ENSG00000150093/ENSG00000150760/ENSG00000151718/ENSG00000151892/ENSG00000157227/ENSG00000157827/ENSG00000159753/ENSG00000160007/ENSG00000160293/ENSG00000160867/ENSG00000162512/ENSG00000163346/ENSG00000164050/ENSG00000164885/ENSG00000166341/ENSG00000166579/ENSG00000167193/ENSG00000167601/ENSG00000167779/ENSG00000168374/ENSG00000168615/ENSG00000169398/ENSG00000169439/ENSG00000170312/ENSG00000170577/ENSG00000171608/ENSG00000171791/ENSG00000171862/ENSG00000172602/ENSG00000173404/ENSG00000173801/ENSG00000182957/ENSG00000183098/ENSG00000186765/ENSG00000196504/ENSG00000196535/ENSG00000196712/ENSG00000196776/ENSG00000196878/ENSG00000198053/ENSG00000198087/ENSG00000198752/ENSG00000198910/ENSG00000198915/ENSG00000205336/ENSG00000213420/ENSG00000214193/ENSG00000215021/ENSG00000260001/ENSG00000262246/ENSG00000272398/ENSG00000275342",147
"GO:0007155","GO:0007155","cell adhesion","221/7441","332/13020",0.66566265060241,1.16475308572011,3.51182041639982,0.000237947647391292,0.0409973020911437,0.0372720110638995,"ENSG00000005961/ENSG00000008517/ENSG00000012124/ENSG00000018236/ENSG00000026508/ENSG00000035403/ENSG00000039068/ENSG00000041982/ENSG00000044115/ENSG00000044524/ENSG00000046604/ENSG00000049130/ENSG00000051382/ENSG00000053747/ENSG00000055163/ENSG00000057294/ENSG00000058085/ENSG00000060656/ENSG00000062038/ENSG00000064205/ENSG00000064309/ENSG00000065243/ENSG00000067560/ENSG00000069188/ENSG00000070413/ENSG00000074590/ENSG00000075275/ENSG00000077522/ENSG00000081277/ENSG00000082781/ENSG00000083857/ENSG00000086062/ENSG00000087077/ENSG00000089057/ENSG00000089159/ENSG00000090316/ENSG00000090339/ENSG00000091129/ENSG00000091136/ENSG00000091409/ENSG00000092445/ENSG00000099889/ENSG00000100014/ENSG00000100345/ENSG00000100842/ENSG00000100852/ENSG00000100941/ENSG00000101311/ENSG00000101337/ENSG00000102181/ENSG00000102290/ENSG00000105287/ENSG00000105290/ENSG00000105376/ENSG00000105388/ENSG00000105695/ENSG00000105711/ENSG00000105855/ENSG00000106404/ENSG00000106991/ENSG00000107562/ENSG00000108679/ENSG00000110076/ENSG00000110400/ENSG00000110841/ENSG00000111799/ENSG00000111859/ENSG00000112378/ENSG00000112655/ENSG00000112851/ENSG00000112902/ENSG00000113805/ENSG00000114270/ENSG00000114315/ENSG00000114631/ENSG00000115221/ENSG00000115414/ENSG00000115526/ENSG00000115963/ENSG00000116106/ENSG00000117155/ENSG00000118523/ENSG00000119185/ENSG00000119326/ENSG00000119535/ENSG00000120708/ENSG00000120896/ENSG00000120899/ENSG00000125266/ENSG00000125755/ENSG00000125966/ENSG00000126259/ENSG00000128567/ENSG00000129474/ENSG00000130202/ENSG00000130396/ENSG00000130508/ENSG00000130635/ENSG00000131669/ENSG00000132589/ENSG00000133026/ENSG00000134755/ENSG00000134982/ENSG00000135424/ENSG00000135451/ENSG00000135535/ENSG00000135862/ENSG00000136040/ENSG00000136238/ENSG00000137076/ENSG00000137103/ENSG00000138061/ENSG00000138448/ENSG00000139211/ENSG00000139626/ENSG00000142192/ENSG00000142627/ENSG00000142871/ENSG00000143126/ENSG00000143127/ENSG00000143153/ENSG00000143217/ENSG00000143322/ENSG00000143537/ENSG00000143878/ENSG00000144152/ENSG00000144283/ENSG00000144476/ENSG00000144619/ENSG00000146242/ENSG00000146555/ENSG00000147044/ENSG00000148498/ENSG00000149489/ENSG00000149564/ENSG00000149573/ENSG00000150093/ENSG00000151694/ENSG00000151914/ENSG00000154096/ENSG00000154229/ENSG00000154330/ENSG00000154654/ENSG00000156453/ENSG00000156642/ENSG00000158258/ENSG00000159674/ENSG00000160255/ENSG00000160588/ENSG00000160862/ENSG00000161638/ENSG00000163346/ENSG00000163347/ENSG00000163531/ENSG00000164171/ENSG00000164176/ENSG00000164252/ENSG00000165215/ENSG00000165458/ENSG00000165527/ENSG00000165757/ENSG00000166341/ENSG00000167123/ENSG00000168028/ENSG00000168036/ENSG00000168477/ENSG00000168615/ENSG00000168743/ENSG00000169031/ENSG00000169231/ENSG00000169851/ENSG00000169862/ENSG00000170017/ENSG00000170571/ENSG00000170873/ENSG00000171132/ENSG00000171812/ENSG00000171840/ENSG00000171914/ENSG00000172889/ENSG00000173482/ENSG00000173801/ENSG00000174136/ENSG00000174469/ENSG00000176020/ENSG00000182197/ENSG00000183943/ENSG00000185008/ENSG00000185043/ENSG00000185621/ENSG00000187244/ENSG00000187764/ENSG00000188404/ENSG00000189143/ENSG00000196090/ENSG00000196411/ENSG00000196776/ENSG00000196839/ENSG00000196878/ENSG00000198053/ENSG00000198561/ENSG00000198728/ENSG00000198910/ENSG00000204580/ENSG00000205336/ENSG00000213853/ENSG00000213937/ENSG00000215018/ENSG00000240184/ENSG00000244486/ENSG00000253159/ENSG00000253731/ENSG00000253846/ENSG00000253873/ENSG00000254122/ENSG00000254221/ENSG00000254245/ENSG00000272398/ENSG00000280165/ENSG00000288920/ENSG00000292348",221
"GO:0032355","GO:0032355","response to estradiol","49/7441","62/13020",0.790322580645161,1.38287864534337,3.48991047786155,0.00024612673440572,0.0409973020911437,0.0372720110638995,"ENSG00000057593/ENSG00000071655/ENSG00000091831/ENSG00000101144/ENSG00000102996/ENSG00000105220/ENSG00000105329/ENSG00000106462/ENSG00000108819/ENSG00000108821/ENSG00000109321/ENSG00000109971/ENSG00000111276/ENSG00000112964/ENSG00000114026/ENSG00000115457/ENSG00000116285/ENSG00000119772/ENSG00000120833/ENSG00000129071/ENSG00000129514/ENSG00000130429/ENSG00000130707/ENSG00000131711/ENSG00000131759/ENSG00000132646/ENSG00000132906/ENSG00000135046/ENSG00000136854/ENSG00000138061/ENSG00000145386/ENSG00000145545/ENSG00000149295/ENSG00000164120/ENSG00000164305/ENSG00000165474/ENSG00000167468/ENSG00000168036/ENSG00000168610/ENSG00000169057/ENSG00000179218/ENSG00000180176/ENSG00000180914/ENSG00000181019/ENSG00000185920/ENSG00000187486/ENSG00000196498/ENSG00000233276/ENSG00000265972",49
"GO:0035987","GO:0035987","endodermal cell differentiation","22/7441","24/13020",0.916666666666667,1.60395108184384,3.42002135720588,0.000254040526383599,0.0409973020911437,0.0372720110638995,"ENSG00000053747/ENSG00000082781/ENSG00000091136/ENSG00000100345/ENSG00000100985/ENSG00000102996/ENSG00000111799/ENSG00000114270/ENSG00000115414/ENSG00000122641/ENSG00000134871/ENSG00000135424/ENSG00000138448/ENSG00000157227/ENSG00000160255/ENSG00000161638/ENSG00000169032/ENSG00000169925/ENSG00000177885/ENSG00000181555/ENSG00000196878/ENSG00000230989",22
